,id,text
1219,1,"['@aleczandxr', ""there's"", 'another', 'good', 'pika', 'quote', 'but', 'it', 'was', 'in', 'the', 'manga', 'spoiler', 'which', 'is', 'sad']"
1220,1,"['@sitaramyechury', 'really', 'sad', 'due', 'to', 'chinese', 'wuhan', 'virus', 'loss', 'of', 'yors', 'son', 'very', 'bad', 'news']"
1221,1,"['i', ""can't"", 'imagine', 'not', 'waking', 'up', 'anxious', 'everyday', ""it's"", 'really', 'makes', 'me', 'sad', 'sometimes', 'mentalhealth', 'mentalhealthmatters']"
1222,1,"['kate', 'bush:', ""'cause"", 'when', 'i', 'am', 'unhappy', ""there's"", 'nothing', 'that', 'can', 'move', 'me', 'haim:', 'i', 'get', 'sad', 'you', 'know', 'i', 'get', 'sad', 'and', 'https://t', 'co/jx3c47zup6']"
1223,1,"['it', 'makes', 'me', 'sad', 'how', 'badly', 'optimised', 'final', 'fantasy', '13-2', 'is', 'on', 'pc', 'i', 'love', 'that', 'game', 'but', 'its', 'so', 'janky', 'compared', 'to', 'ps3', 'https://t', 'co/gn2nxjjncj']"
1224,1,"['@zoeysdaisies', ""don't"", 'you', 'daylight', ""don't"", 'blame', 'me', 'clean', 'sad', 'beautiful', 'tragic']"
1225,1,"['@ughdnf', 'why', 'does', 'everyone', 'hate', 'the', 'username', 'i', 'picked', 'sad']"
1226,1,"['@waytowichneil', 'i', 'would', 'like', 'to', 'know', 'what', 'drugs', 'these', 'people', 'are', 'on', 'bc', 'i', 'want', 'nothing', 'to', 'do', 'with', 'that', 'poison', 'that', 'co', 'https://t', 'co/5xv7e7fu5w']"
1227,1,"['saw', 'the', 'leaks', 'for', '147', 'and', 'im', 'sad']"
1228,1,"['@ivyintheweeds', 'thats', 'so', 'sad', 'pls', 'draw', 'me', 'anyway']"
1229,1,"['@tomdoubting', '@fuzzytoad', '@pennylynn3', '@guinnbonnie', '@shopdogg2', '@jdw714', '@toberlana', '@flattielover', '@martuk56', '@cramersez', 'https://t', 'co/nwl6sf6wut']"
1230,1,"['@proud_invader', 'im', 'sad']"
1231,1,"['@craigpo12929537', '@vrevisited', '@kysportsradio', '@brianh618', '@mattdixon3', '@jbygodrod', 'hes', 'a', 'vol', 'fan', 'man', 'let', 'them', 'be', 'sad']"
1232,1,"['sad', 'when', 'a', 'teenage', 'fight', 'escalates', 'quickly', 'and', 'one', 'of', 'them', 'kills', 'another', 'wonder', 'why', 'no', 'blm', 'protest', 'like', 'up', 'in', 'https://t', 'co/yxxaxsoant']"
1233,1,"['my', 'family', 'loves', 'jasmine', 'boy', 'its', 'sad', 'now', 'fr']"
1234,1,"['glory', 'glory', 'glory', 'to', 'the', 'night', 'it', 'shows', 'me', 'what', 'i', 'am', ""i'm"", 'not', 'happy', 'or', 'sad', 'just', 'up', 'or', 'down', 'and', 'always', 'bad', 'tell', 'm', 'https://t', 'co/inmg0zyewj']"
1235,1,"['@jandro0o', 'shits', 'crazy', 'they', 'will', 'be', 'gone', 'right', 'after', 'or', 'act', 'reckless', 'on', 'the', 'tl', 'when', 'you', 'tell', 'em', 'no', 'shits', 'sad']"
1236,1,"['its', 'so', 'weird', 'when', 'exs', 'do', 'the', 'same', 'exact', 'shit', 'that', 'they', 'did', 'with', 'you', 'with', 'their', 'new', 'partner', 'like', 'boy', 'you', 'in', 'a', 'cycl', 'https://t', 'co/k5ixbphzvp']"
1237,1,"['@guardiannews', 'so', 'sad', 'they', 'used', 'to', 'be', 'all', 'over', 'my', 'bedroom', 'wall', 'xxx']"
1238,1,"['your', 'absence', 'is', 'felt', 'the', 'days', 'seem', 'empty', 'without', 'this', 'love', ""i'm"", 'addicted', 'to', 'you', 'and', 'very', 'sad', 'muratyildirim', 'https://t', 'co/ad1wsjiq0b']"
1239,1,"['@cbsnews', 'so', 'sad', 'for', 'the', 'loss', 'take', 'heart', 'guys', 'now', 'enough', 'of', 'these', 'publicity', 'stunts']"
1240,1,"['@elmosotgagelmo', '@wakhi_mbha', '@eminem', 'cool', 'ranking', 'recovery', 'is', 'my', 'personal', 'favourite', 'and', 'would', 'rank', 'at', 'the', 'top', 'for', 'm', 'https://t', 'co/rse3g4kmze']"
1241,1,"['@flashydog', '@kingthechinese1', 'very', 'sad']"
1242,1,"['@therealmrbenn', 'i', 'wanted', 'bsr', 'socks', 'so', 'bad', 'when', 'i', 'was', 'a', 'kid', 'its', 'a', 'sad', 'part', 'of', 'life', 'and', 'getting', 'older', 'when', 'your', 'chil', 'https://t', 'co/znhwxcyluf']"
1243,1,"['the', 'way', 'im', 'literally', 'just', 'that', 'gay', 'bestfriend', 'jdjjsjajd', 'youre', 'feeling', 'bad', 'ill', 'take', 'you', 'out', 'sad', 'lets', 'fickong', 'https://t', 'co/74adlhucmr']"
1244,1,"[""you're"", 'too', 'young', 'to', 'be', 'this', 'sad']"
1245,1,"['@itnygorsekaprna', 'why', 'so', 'sad', 'hassan']"
1246,1,"['clarke', 'x', 'lexa', '(the', '100)', 'cause', 'we', 'had', 'a', 'beautiful', 'magic', 'love', 'there', 'what', 'a', 'sad', 'beautiful', 'tragic', 'love', 'affair']"
1247,1,"['these', 'people', 'at', 'walmart', 'so', 'damn', 'slow', 'its', 'sad']"
1248,1,"['@tobenna__', ""that's"", 'sad']"
1249,1,"['callofduty', 'is', 'so', 'good', 'at', 'getting', 'me', 'excited', 'and', 'i', 'love', 'all', 'that', 'i', 'see', 'in', 'this', 'trailer', 'interesting', 'little', 'view', 'at', 'https://t', 'co/pxlqlhvuaz']"
1250,1,"['@vantaesticgguk', 'why', 'you', 'sad']"
1251,1,"['@iluvyuhehehe', 'can', 'u', 'tell', 'me', 'why', 'u', 'r', 'sad']"
1252,1,"['@rotesschaf_', 'a', 'sad', 'moment']"
1253,1,"['@shadie___', '@lgbfightback', '@sup3rstraight', 'all', 'you', 'did', 'is', 'made', 'yourself', 'feel', 'better', 'about', 'it', 'nothing', 'changed', 'in', 'the', 'o', 'https://t', 'co/0apnnk5pzw']"
1254,1,"['when', 'im', 'sad', 'and', 'depressed', 'i', 'watch', 'bts', 'live', 'performances', 'to', 'make', 'me', 'feel', 'better']"
1255,1,"['@sheilmcn', 'this', 'is', 'sad', 'news', 'though', 'still', 'a', 'beautiful', 'city']"
1256,1,"['@cosmics0lara', 'oh', 'nooo', ""that's"", 'so', 'sad', 'going', 'up', 'fr', 'b4', 'i', 'got', 'my', 'glasses', 'i', 'b', 'running', 'into', 'walls', 'on', 'corners', 'or', 'tables', 'et', 'https://t', 'co/bbgzz392c4']"
1257,1,"['this', 'is', 'just', 'really', 'sad', '&amp', 'terrible', 'what', 'is', 'this', 'world', 'coming', 'too', 'https://t', 'co/uagdltcbbr']"
1258,1,"['@theresa_chapple', '@nkinneweng', 'its', 'terribly', 'sad', 'that', 'anyone', 'died', 'but', 'it', 'is', 'nice', 'to', 'be', 'part', 'of', 'a', 'homes', 'story']"
1259,1,"['@mattgallagher0', 'sad', 'and', 'true', 'and', 'also', 'so', 'damn', 'dumb']"
1260,1,"['@davidhundeyin', 'this', 'is', 'a', 'sad']"
1261,1,"['@femmeloves', '@nineteen8ofour', 'the', 'first', 'time', 'i', 'tasted', 'oysters', 'i', 'said', 'my', 'life', 'up', 'to', 'that', 'point', 'had', 'been', 'wasted', 'i', 'love', 'https://t', 'co/euik6mjuos']"
1262,1,"['sad', 'ass', 'nigga', 'go', 'get', 'a', 'bag', 'https://t', 'co/lnv2s549pv']"
1263,1,"['i', 'really', 'have', 'a', 'sorry', 'ass', 'bd', 'shit', 'sad', 'asf']"
1264,1,"['@thefirstokiro', 'yep', 'even', 'with', 'the', 'bad', 'influences', 'and', 'sad', 'life', 'experience', 'they', 'still', 'had', 'the', 'choice', 'to', 'stay', 'good', 'an', 'https://t', 'co/kfm2nbrwfp']"
1265,1,"['in', 'march', 'when', 'i', 'use', 'to', 'tell', 'ppl', 'to', 'go', 'and', 'get', 'there', 'vaccine', 'and', 'also', 'wear', 'masks', 'properly', 'they', 'use', 'to', 'silly', 'me', 'and', 's', 'https://t', 'co/6vwg8bz2ny']"
1266,1,"['roses', 'have', 'thorns', 'people', 'are', 'sad', 'or', ""somethin'""]"
1267,1,"['@kaplanakincilar', '@twoshortyears', '@btcization', 'spoken', 'like', 'a', 'true', 'democrat', 'sad', 'you', 'believe', 'these', 'lies']"
1268,1,"['now', 'im', 'sad']"
1269,1,"['im', 'sad', 'so', 'im', 'gonna', 'watch', 'run', 'bts']"
1270,1,"['i', 'will', 'start', 'meditating', 'early', 'jupiter', 'make', 'my', 'sadness', 'go', 'away', 'i', 'am', 'so', 'sad', 'today']"
1271,1,"['im', 'so', 'sad', 'and', 'stressed', 'ive', 'been', 'working', 'on', 'this', 'project', 'since', 'the', 'semester', 'started', 'and', 'everything', 'just', 'fell', 'apart', 'https://t', 'co/lbzq3tadxr']"
1272,1,"['dis', 'so', 'sad', 'rip', 'byron', 'https://t', 'co/uy21oa3tea']"
1273,1,"['why', 'did', 'that', 'bakuten', 'episode', 'feel', 'so', 'fast', ""i'm"", 'so', 'sad']"
1274,1,"['@pwtwns', 'sad', 'twitter', 'hours']"
1275,1,"['@shonnaforever', '@prrettygal', 'she', 'killed', 'herself', 'she', 'was', 'pregnant', 'and', 'her', 'family', 'made', 'her', 'have', 'an', 'abortion', '2', 'days', 'before', 'so', 'sad']"
1276,1,"['i', 'saw', 'something', 'incredibly', 'sad', 'today', 'a', 'woman', 'was', 'completely', 'naked', 'on', 'the', 'highway', 'and', 'trying', 'to', 'cover', 'herself', 'with', 'https://t', 'co/7yppffndne']"
1277,1,"['@dandartsdawson', 'sad', 'thing', 'is', 'this', 'narrative', 'could', 'stay', 'with', 'him', 'now', 'no', 'way', 'with', 'the', 'new', 'standard', 'in', 'pdc', 'that', ""he'l"", 'https://t', 'co/asukivwdz3']"
1278,1,"['life', 'is', 'sad']"
1279,1,"['@lesmckeownuk', 'les', 'mckeown', 'you', 'are', 'a', 'legend', 'my', 'condolences', 'to', 'all', 'of', 'the', 'mckeown', 'family', 'at', 'this', 'very', 'sad', 'time', 'i', 'had', 'https://t', 'co/yre8zt1k1s']"
1280,1,"['the', 'situation', 'in', 'india', 'is', 'just', 'incredibly', 'sad', 'https://t', 'co/bskxizrc8p']"
1281,1,"['@lraegardner', 'this', 'always', 'makes', 'me', 'sad', 'and', 'mad', 'no', 'one', 'should', 'be', 'forced', 'to', 'write', 'with', 'their', 'right', 'hand', 'also', 'no', 'on', 'https://t', 'co/8bx1pg3tbi']"
1282,1,"['@koidoodles', 'its', 'so', 'funny', 'and', 'so', 'sad']"
1283,1,"['im', 'sad', 'now', 'https://t', 'co/cgykligrjr', 'https://t', 'co/se9ay2ousi']"
1284,1,"['@antarcticblad3', 'yeah', ""it's"", 'kinda', 'ugh', 'people', 'are', 'mean', 'so', 'you', 'become', 'mean', 'as', 'a', 'response', 'kinda', 'sad', 'ngl']"
1285,1,"['nobody', 'dey', 'send', 'guys', 'money', 'so', 'sad']"
1286,1,"['hyunnie', 'please', 'come', 'back', 'we', 'are', 'sad', 'and', 'tired', 'we', 'are', 'just', 'pathetic', 'bacterias', 'waiting', 'for', 'you']"
1287,1,"['chloe', 'too', 'logical', 'to', 'believe', 'lucifer', 'is', 'the', 'devil', 'and', 'thats', 'why', 'they', 'relationship', 'wont', 'work', 'because', 'she', 'thinks', 'hes', 'acting', 'sad']"
1288,1,"['@iakshay28', 'this', 'time', 'i', 'felt', 'so', 'sad', 'coz', 'we', 'got', 'to', 'see', 'so', 'much', 'more', 'of', 'him', 'in', 'wandavision']"
1289,1,"['@korinalmoss', 'jackie', 'so', 'sad', 'and', 'damaged', 'rhonj']"
1290,1,"['i', 'feel', 'like', 'crying', 'but', 'like', 'im', 'not', 'sad', 'for', 'any', 'specific', 'reason', 'lmao']"
1291,1,"['no', 'i', ""ain't"", 'happy', 'yet', 'but', ""i'm"", 'way', 'less', 'sad', '/ly']"
1292,1,"['@alula_solomon', 'very', 'sad']"
1293,1,"['in', 'usual', 'sayara', 'fasion', '90%', 'artwork', 'suffering', 'or', 'sad', '1', 'image', 'happy', 'and', 'cute', 'lol']"
1294,1,"['@_mommaship', '@albertamom2', 'sad', 'news']"
1295,1,"['/', 'tarkus', 'and', 'bruford', 'make', 'me', 'sad:(', 'i', 'love', 'them']"
1296,1,"['@zuvittonan', 'was', 'the', 'point', 'of', 'feeling', 'sad', 'while', 'playing', 'games', 'anyway', 'right', 'i', ""don't"", 'even', 'touch', 'that', 'type', 'of', 'games', 'https://t', 'co/tawuyj4x22']"
1297,1,"[""'ordinary"", ""girl'"", 'by', 'alison', 'moyet', 'is', 'glorious', 'sad', 'it', 'just', 'missed', 'the', 'top', '40', 'by', 'a', 'handful', 'of', 'places', 'ptop']"
1298,1,"['hella', 'kids', 'suffering', 'in', 'silence', 'and', 'its', 'sad', 'cuz', 'they', 'scared', 'or', 'not', 'willing', 'to', 'speak', 'out', 'about', 'needing', 'help']"
1299,1,"['i', 'know', 'this', 'is', 'actually', 'sad', 'but', 'i', 'cant', 'wait', 'to', 'go', 'to', 'primark']"
1300,1,"['@theemdash', 'im', 'sad', 'that', 'this', 'fic', 'is', 'finished', 'but', 'it', 'was', 'so', 'lovely', '(even', 'the', 'chapter', 'that', 'gave', 'me', 'emotional', 'anxiety', 'https://t', 'co/omhmamqlea']"
1301,1,"['@popeguilty', '@sad_homo_2', 'was', 'this', 'posted', 'as', 'a', 'reaction', 'to', 'the', '$4million', 'property', 'empire', 'anmased', 'by', 'a', 'us', 'blm', 'pseudo', ""'"", 'https://t', 'co/gf234uvxdg']"
1302,1,"['idk', 'bro', 'im', 'just', 'sad', 'someone', 'make', 'me', 'unsad', 'somehow', 'i', 'do', 'not', 'like', 'this', 'feeling']"
1303,1,"['this', 'so', 'sad', 'and', 'make', 'my', 'heart', 'break', 'do', 'this', 'grn', 'of', 'ours', 'read', 'some', 'of', 'this', 'disturbing', 'and', 'sad', 'news', 'https://t', 'co/kanivhd9ti']"
1304,1,"['idk', 'if', 'i', 'should', 'be', 'sad', 'mad', 'or', 'thrilled', 'that', 'father', 'is', 'ignoring', 'me']"
1305,1,"['i', 'feel', 'like', ""i've"", 'closed', 'a', 'huuuge', 'cycle', 'today', 'i', 'finally', 'feel', 'free', 'kinda', 'sad', 'but', 'free']"
1306,1,"['@mondayheinz', '@askebay', 'sad', 'reality', 'is', '@ebay', 'knows', 'this', 'and', 'they', 'really', ""couldn't"", 'care', 'less', ""they're"", 'getting', 'their', 'fe', 'https://t', 'co/nx1swcodek']"
1307,1,"['the', 'way', 'they', 'treat', 'women', 'legends', 'besides', 'trish', 'compared', 'to', 'the', 'way', 'they', 'treat', 'their', 'men', 'legends', 'is', 'really', 'sad', 'lol']"
1308,1,"['@rock_nationz', ""it's"", 'sad', 'tbh']"
1309,1,"['@yablowza', '@dannnyhell', '@that_karen', '@apls452', 'whoa', 'sad']"
1310,1,"['@tzeejay', 'this', 'makes', 'me', 'sad', 'i', 'hope', 'they', 'have', 'fired', 'or', 'stopped', 'listening', 'to', 'the', 'asshat', 'who', 'made', 'all', 'these', 'choices', 'https://t', 'co/kkpukbfgbf']"
1311,1,"['@imtootired3', 'i', 'would', 'be', 'the', 'same', 'sad', 'and', 'murderous', 'intent']"
1312,1,"['@ackervoids', 'man', 'your', 'life', 'must', 'be', 'sad']"
1313,1,"['i', 'feel', 'so', 'sad', 'rn', ':)']"
1314,1,"['@anas_000786', 'sad', 'life']"
1315,1,"['@endlesslykook', 'yeah', 'i', 'was', 'just', 'watching', 'concert', 'videos', 'on', 'my', 'tv', 'and', 'im', '~sad~']"
1316,1,"['no', 'we', 'are', 'not', 'a', 'sad', 'generation', 'we', 'are', 'a', 'saddened', 'generation']"
1317,1,"['the', 'sad', 'part', 'is', 'he', 'is', 'so', 'brainwashed', 'he', 'actually', 'believes', 'he', 'is', 'doing', 'good', 'needs', 'meds', 'fast', 'https://t', 'co/cjzbdhnhmb']"
1318,1,"['@saltydkdan', '@thegabitype', 'very', 'excited', 'for', 'season', '2', 'pokemon', 'black', 'is', 'my', 'favorite', 'mainline', 'pokemon', 'game', 'and', 'what', 'i', 'g', 'https://t', 'co/lvvvq44tcw']"
1319,1,"['big', 'news', 'on', 'the', 'personal', 'front', 'looking', 'forward', 'to', 'joining', 'the', 'biden/harris', 'admin', '--', 'but', 'already', 'sad', 'at', 'the', 'prospec', 'https://t', 'co/27sexyvsvu']"
1320,1,"['if', ""you're"", 'sad', 'unsatisfied', 'or', 'anxious', 'and', 'you', ""don't"", 'know', 'why', 'you', 'need', 'to', 'play', 'with', 'when', 'what', 'and', 'how', 'much', 'you', 'ea', 'https://t', 'co/tsisrv4pij']"
1321,1,"['ive', 'been', 'sad', 'for', 'a', 'thousand', 'year', 'now']"
1322,1,"['@aikeyowth', 'double', 'sad']"
1323,1,"['@thebcrofficial', 'so', 'sad', 'to', 'hear', 'the', 'news', 'the', 'bay', 'city', 'rollers', 'were', 'my', 'first', 'favorite', 'band', 'my', 'thoughts', 'and', 'prayers', 'https://t', 'co/h0i7pfnczx']"
1324,1,"['@ldg72', 'a', 'murder', 'of', 'a', 'human', 'being', 'whatever', 'their', 'race', 'or', 'ethnicity', 'it', 'a', 'terribly', 'sad', 'thing', 'are', 'you', 'implying', 'otherwise']"
1325,1,"['@medaton', 'whats', 'sad', 'is', 'you', 'crying', 'about', 'what', 'a', 'super', 'bowl', 'champion', 'does', 'while', 'the', 'cowgirls', 'havent', 'been', 'relevant', 'in', '30', 'years']"
1326,1,"['@iilnugget', 'im', 'sad', 'bc', 'now', 'im', 'leaving', 'and', 'ucla', 'had', 'their', 'first', 'black', 'crumb', 'major']"
1327,1,"['@obviousperriee', 'if', 'i', 'get', 'my', 'way/your', 'love', '/', 'no', 'more', 'sad', 'songs']"
1328,1,"['@yesmissmurphy', 'our', 'thoughts', 'are', 'with', 'you', 'at', 'the', 'sad', 'time', 'https://t', 'co/jvmc1derre']"
1329,1,"['@_sc0r_', '@bungie', 'uhm', ""i'm"", 'sad', 'now']"
1330,1,"['@socalvalleygal', 'most', 'doctors', 'these', 'days', 'spend', '99%of', 'your', 'appointment', 'staring', 'at', 'their', 'computer', 'imputing', 'data', 'my', 'd', 'https://t', 'co/cttwtxzbwr']"
1331,1,"['happy', 'that', 'im', 'sad', 'its', 'a', 'fuck', 'up', 'feeling']"
1332,1,"['@ihshaheen', 'seriously', 'sad', 'for', 'humanity', 'allah', 'help', 'them', 'plzz', 'ameen']"
1333,1,"['god', 'just', 'slapped', 'some', 'wire', 'together', 'and', 'gave', 'it', 'to', 'me', 'heres', 'your', 'brain', 'my', 'child', 'i', 'be', 'confused', 'happy', 'sad', 'mad', 'a', 'https://t', 'co/fmaik9g29f']"
1334,1,"['praying', 'for', 'india', 'at', 'this', 'time', 'this', 'pandemic', 'is', 'ravishing', 'their', 'country', 'sad', 'to', 'see', 'the', 'surge', 'that', 'is', 'happening', 'https://t', 'co/oc5z7twi0c']"
1335,1,"['sad', 'girl', 'sky', 'https://t', 'co/yi5rpcpy0s']"
1336,1,"['@causticlgd', 'i', 'am', 'very', 'sad', 'now']"
1337,1,"['my', 'son', 'is', 'my', 'best', 'friend', 'when', 'im', 'sad', 'or', 'stressed', 'i', 'just', 'think', 'of', 'him', 'and', 'i', 'smile', 'he', 'really', 'filled', 'a', 'hole', 'in', 'me', 'a', 'https://t', 'co/gukdifvkn8']"
1338,1,"['sad', 'but', 'with', 'the', 'desire', 'to', 'keep', 'on', 'giving', 'life', 'a', 'hard', 'time']"
1339,1,"['@ahmedbaba_', 'just', 'a', 'sad', 'misinformed', 'racist']"
1340,1,"['@qweenfadek', 'so', 'sad']"
1341,1,"['@simphiwe_chef', 'i', 'feel', 'sorry', 'for', 'all', 'the', 'players', 'excluded', 'imagine', 'they', 'fought', 'tooth', 'and', 'nail', 'in', 'that', 'tournament', 'to', 'https://t', 'co/ncwgsmtirz']"
1342,1,"['@britsimonsays', 'you', 'are', 'right', 'sir', 'my', 'case', 'number', 'is', '6600+', 'and', 'i', 'think', 'this', 'is', 'bad', 'time', 'and', 'sad', 'experince', 'in', 'my', 'hole', 'life', 'thank', 'you', 'sir']"
1343,1,"['@iamsrk', '@kkriders', '@russell12a', '@patcummins30', '@dineshkarthik', 'awesome', 'match', 'dont', 'be', 'sad', 'guyz', 'we', 'will', 'back', 'with', 'a', 'rider', 'style']"
1344,1,"['@ermani7ii', '@utdelio', 'how', 'sad']"
1345,1,"['m', 'sad', 'i', 'want', 'cuddles', 'and', 'pretty', 'words', 'and', 'feel', 'loved', 'idk:(']"
1346,1,"['@phillpoppa', ""it's"", 'so', 'sad', 'people', 'are', 'scared', 'to', 'death', 'and', 'for', 'good', 'reason', 'it', 'seems', 'that', ""there's"", 'mass', 'shootings', 'every', 'd', 'https://t', 'co/myzatd1nem']"
1347,1,"['@borahae_bts_0', 'saw', 'this', 'somewhere', 'on', 'insta', 'i', 'was', 'feeling', 'so', 'sad', 'and', 'the', 'saddest', 'part', 'is', 'the', 'govt', 'isnt', 'even', 'takin', 'https://t', 'co/3aqyxc56ic']"
1348,1,"[""it's"", 'so', 'sad', 'why', 'do', 'we', 'have', 'to', 'grow', 'old']"
1349,1,"['@longliveelle', 'imma', 'keep', 'it', '100', 'p', 'if', 'i', 'feel', 'tired', 'and/or', 'sad', 'before', 'a', 'stream', 'i', 'hit', 'the', 'go', 'live', 'button', 'and', 'end', 'up', 'h', 'https://t', 'co/fujdkyravk']"
1350,1,"['@helenorahilly', 'so', 'sad']"
1351,1,"['im', 'sad', 'and', 'have', 'no', 'money', 'for', 'bbt', 'whos', 'tryna', 'donate', 'pls']"
1352,1,"['i', 'thought', 'i', 'order', 'an', 'iced', 'coffee', 'but', 'turns', 'out', 'i', 'didnt', 'realize', 'it', 'was', 'ordered', 'as', 'a', 'hot', 'coffee', 'and', 'now', 'im', 'sad', 'https://t', 'co/ahsph79b9j']"
1353,1,"['@derknane', 'im', 'so', 'sad']"
1354,1,"[""i'm"", 'so', 'sad', 'i', ""can't"", 'barely', 'stand', 'up']"
1355,1,"['i', 'can', 'already', 'feel', 'the', 'sad', 'coming', 'later']"
1356,1,"['@hicestlupusmf', 'imagine', 'after', 'all', 'of', 'this', 'mess', 'deku', 'teasing', 'him', 'for', 'choosing', 'a', 'hero', 'name', 'that', 'he', 'gave', 'to', 'him', 'and', 'th', 'https://t', 'co/ww8g4hocis']"
1357,1,"['nooo', 'sad', 'times', 'ot5podcast']"
1358,1,"['the', 'passings', 'of', 'people', 'have', 'been', 'so', 'normalized', 'its', 'sad', 'death', 'has', 'definitely', 'took', 'over', '&amp', 'in', 'all', 'the', 'worst', 'ways', 'possible']"
1359,1,"['@projectlincoln', 'you', 'sad', 'little', 'boy']"
1360,1,"['@barnesrushman', 'no', 'im', 'sad']"
1361,1,"['@darkskyybluesss', '@nescafebiruuuu', 'send', 'me', 'moree', 'kinda', 'tired', 'of', 'reading', 'so', 'many', 'sad', 'story']"
1362,1,"['@wolfiedwaekki', 'yeah', 'pretty', 'good', 'but', 'still', 'kinda', 'sad', 'tho', 'haha']"
1363,1,"['i', 'want', 'to', 'say', 'thank', 'you', 'so', 'much', 'because', 'until', 'now', 'it', 'has', 'been', 'around', '200', 'days', 'since', 'we', 'met', 'you', 'can', 'still', 'sur', 'https://t', 'co/gqcmb4kvkz']"
1364,1,"['you', 'are', 'correct', 'america', 'is', 'being', 'destroyed', 'fm', 'within', 'from', 'within', 'the', 'socialist', 'hypocritical', 'democrats', 'souls', 'it', 'https://t', 'co/oyefnpc6jo']"
1365,1,"['@01kris', '@kingjames', 'its', 'not', 'about', 'defending', 'her', 'its', 'being', 'sad', 'she', 'was', 'in', 'the', 'situation', 'in', 'the', 'first', 'place', 'its', 't', 'https://t', 'co/ydblazgsj5']"
1366,1,"['@paulagrabow', '@zellnercrimelaw', '@tmanitowoc', '@rookie1082', '@presumed_guilty', '@berlysays1', '@denmanstace1', '@7pairsofpanties', 'https://t', 'co/bzse62duam']"
1367,1,"['kinda', 'sad', 'but', 'also', 'very', 'impressed', 'that', 'hrm', 'is', 'under', 'a', '4', 'week', 'lockdown', 'imposing', 'lockdowns', 'when', 'cases', 'are', 'still', 'low', 'https://t', 'co/ntyisaqheh']"
1368,1,"['@macleans', '@fordnation', '@johntory', 'this', 'is', 'a', 'sad', 'read', 'but', 'unfortunately', 'a', 'reality']"
1369,1,"['me', 'when', 'i', 'run', 'out', 'of', 'sad', 'stories', 'to', 'overshare', 'with', 'people', 'i', 'just', 'met:', 'https://t', 'co/ibt90txbn4']"
1370,1,"['@anerdnamedjerry', 'i', 'had', 'meatloaf', 'and', 'a', 'macaroni', 'cup', 'for', 'lunch', 'it', 'was', 'pretty', 'good', 'but', 'then', 'i', 'got', 'sad', 'because', 'i', 'went', 'o', 'https://t', 'co/mtpw63cli7']"
1371,1,"['@mothyhq', 'yeah', 'exactly-', ""i'm"", 'asian', 'too', 'and', 'i', ""didn't"", 'even', 'get', 'offended', 'but', 'mob', 'mentality+taking', 'things', 'out', 'of', 'context', 'https://t', 'co/lvl7sa1br1']"
1372,1,"['thank', 'you', '@amyklobuchar', 'for', 'standing', 'with', ""daunte's"", 'family', 'on', 'this', 'sad', 'day', 'let', 'us', 'all', 'fill', 'that', 'hole', 'where', 'justice', 'https://t', 'co/jiut6mklhb']"
1373,1,"['i', 'sound', 'clingy', 'asf', 'but', 'idec', 'im', 'sad', 'asf', 'my', 'bf', 'went', 'to', 'miami', 'today']"
1374,1,"['@laplaceian', 'dad', 'do', 'giveaway', 'its', 'really', 'sad', 'sha', 'things', 'have', 'tripled', 'in', 'cost']"
1375,1,"['@seanhannity', '@donaldjtrumpjr', 'who', 'cares', 'what', 'jr', 'has', 'to', 'say', 'sad', 'that', 'foxy', 'news', 'has', 'to', 'use', 'jr']"
1376,1,"['@carlchappy72', '@lesmckeownuk', 'so', 'sad', 'xxx']"
1377,1,"['@lisamithoon', 'sad', 'year', 'nevertheless', 'need', 'to', 'celebrate', 'a', 'musical', 'life', 'like', 'him']"
1378,1,"['@wiganwarriorsrl', '@jackohastings', 'once', 'a', 'warrior', 'always', 'a', 'warrior', 'few', 'players', 'come', 'for', 'one', 'or', 'two', 'seasons', 'and', 'invest', 'https://t', 'co/rdythyd1dz']"
1379,1,"['climb', 'rock', 'make', 'sad', 'head', 'voice', 'quiet']"
1380,1,"['@bymorganwright', 'depends', 'on', 'what', 'the', 'story', 'needs', 'i', 'prefer', 'happy', 'but', 'enjoyed', 'sad', 'endings', 'too']"
1381,1,"['@datedateline', 'im', 'so', 'glad', 'youre', 'covering', 'it', 'i', 'was', 'worried', 'it', 'was', 'going', 'to', 'be', 'too', 'sad', 'yay']"
1382,1,"['a', 'lot', 'of', 'people', 'are', 'posting', 'about', '@themaine', 'today', 'and', 'its', 'making', 'me', 'sad', 'so', 'heres', 'a', 'photo', 'dump', 'because', 'sad', 'https://t', 'co/jfrpihnp5k']"
1383,1,"['@grumpybutfine', 'have', 'you', 'watched', 'the', '2', 'seasons', 'on', 'netflix', 'i', 'was', 'so', 'sad', 'after', 'i', 'heard', 'they', 'werent', 'making', 'a', '3rd']"
1384,1,"['@arditgjakova1', 'but', 'its', 'sad', 'so', 'now', 'im', 'sad']"
1385,1,"['@titojourno', 'so', 'sad']"
1386,1,"['@headdressedwolf', '@callofduty', 'for', 'not', 'being', 'able', 'to', 'play', 'for', 'a', 'few', 'hours', ""you're"", 'sad']"
1387,1,"['@motherwellrules', '@_sjpeace_', 'agreed', 'its', 'sad', 'but', 'now', 'these', 'animals', 'could', 'never', 'survive', 'in', 'the', 'wild', 'due', 'to', 'their', 'upb', 'https://t', 'co/9gcewlxrtr']"
